#時刻,脳血流(左),脳血流(左),脳血流(右),脳血流(右),脈拍(左),脈拍(右),M1,M2,M3,M4,M5,M6
35.6,0.022524,-0.078667,0.070826,-0.043728,74.225374,74.167021,0,0,0,0,0,0
35.7,0.018614,-0.082577,0.060781,-0.053773,74.397839,73.994608,0,0,0,0,0,0
35.8,0.016177,-0.085014,0.053511,-0.061043,74.654998,73.649461,0,0,0,0,0,0
35.9,0.014456,-0.086735,0.048758,-0.065796,75.09057,73.225219,0,0,0,0,0,0
36,0.012884,-0.088307,0.044892,-0.069662,75.507237,72.891886,0,0,0,0,0,0
36.1,0.011463,-0.089728,0.041785,-0.072769,75.553659,72.640519,0,0,0,0,0,0
36.2,0.009201,-0.09199,0.03866,-0.075894,75.651124,72.550073,0,0,0,0,0,0
36.3,0.007409,-0.093782,0.035703,-0.078851,75.596887,72.383555,0,0,0,0,0,0
36.4,0.003839,-0.097352,0.029364,-0.08519,75.009316,72.301731,0,0,0,0,0,0
36.5,-0.000993,-0.102184,0.019945,-0.094609,74.31884,72.129461,0,0,0,0,0,0
36.6,-0.005882,-0.107073,0.009689,-0.104865,73.887468,71.875224,0,0,0,0,0,0
36.7,-0.008214,-0.109405,0.003466,-0.111088,73.571971,71.403526,0,0,0,0,0,0
36.8,-0.009617,-0.110808,-0.0002,-0.114754,73.053453,71.013795,0,0,0,0,0,0
36.9,-0.010443,-0.111634,-0.002737,-0.117291,72.828802,70.624064,0,0,0,0,0,0
37,-0.011031,-0.112222,-0.004639,-0.119193,72.311561,70.357881,0,0,0,0,0,0
37.1,-0.011604,-0.112795,-0.005799,-0.120353,71.709573,70.276058,0,0,0,0,0,0
37.2,-0.01258,-0.113771,-0.007665,-0.122219,71.186231,70.194234,0,0,0,0,0,0
37.3,-0.015528,-0.116719,-0.014237,-0.128791,70.929072,70.115138,0,0,0,0,0,0
37.4,-0.019046,-0.120237,-0.022609,-0.137163,70.308771,70.115138,0,0,0,0,0,0
37.5,-0.023356,-0.124547,-0.031466,-0.14602,69.870174,69.892916,0,0,0,0,0,0
37.6,-0.02742,-0.128611,-0.039869,-0.154423,69.62566,69.559583,0,0,0,0,0,0
37.7,-0.029077,-0.130268,-0.043998,-0.158552,69.241681,69.095633,0,0,0,0,0,0
37.8,-0.030468,-0.131659,-0.045573,-0.160127,69.057322,68.713507,0,0,0,0,0,0
37.9,-0.031078,-0.132269,-0.046054,-0.160608,68.872963,68.33138,0,0,0,0,0,0
38,-0.031699,-0.13289,-0.046115,-0.160669,68.7677,68.068376,0,0,0,0,0,0
38.1,-0.033182,-0.134373,-0.047962,-0.162516,68.74389,67.98928,0,0,0,0,0,0
38.2,-0.03645,-0.137641,-0.054234,-0.168788,68.74389,68.127645,0,0,0,0,0,0
38.3,-0.03988,-0.141071,-0.061829,-0.176383,68.989504,68.26601,0,0,0,0,0,0
38.4,-0.044229,-0.14542,-0.069941,-0.184495,69.042198,68.071041,0,0,0,0,0,0
38.5,-0.047733,-0.148924,-0.077412,-0.191966,69.042198,67.842971,0,0,0,0,0,0
38.6,-0.048173,-0.149364,-0.080838,-0.195392,69.087741,67.460845,0,0,0,0,0,0
38.7,-0.047506,-0.148697,-0.081668,-0.196222,69.087741,67.078718,0,0,0,0,0,0
38.8,-0.046592,-0.147783,-0.081381,-0.195935,68.742913,66.775688,0,0,0,0,0,0
38.9,-0.045802,-0.146993,-0.080509,-0.195063,68.742913,66.59178,0,0,0,0,0,0
39,-0.046006,-0.147197,-0.081522,-0.196076,68.824367,66.814002,0,0,0,0,0,0
39.1,-0.048147,-0.149338,-0.086646,-0.2012,68.984465,67.147335,0,0,0,0,0,0
39.2,-0.051022,-0.152213,-0.092564,-0.207118,68.938922,67.450366,0,0,0,0,0,0
39.3,-0.054457,-0.155648,-0.099181,-0.213735,68.860277,67.420063,0,0,0,0,0,0
39.4,-0.055993,-0.157184,-0.103169,-0.217723,68.860277,67.420063,0,0,0,0,0,0
39.5,-0.05532,-0.156511,-0.103886,-0.21844,69.026146,67.30094,0,0,0,0,0,0
39.6,-0.054238,-0.155429,-0.103174,-0.217728,69.110562,66.99791,0,0,0,0,0,0
39.7,-0.052813,-0.154004,-0.102027,-0.216581,69.247671,66.69488,0,0,0,0,0,0
39.8,-0.051507,-0.152698,-0.100514,-0.215068,69.062663,66.589617,0,0,0,0,0,0
39.9,-0.052183,-0.153374,-0.102074,-0.216628,69.147078,66.92295,0,0,0,0,0,0
40,-0.05413,-0.155321,-0.106644,-0.221198,69.410083,67.256283,0,0,0,0,0,0
40.1,-0.056438,-0.157629,-0.111993,-0.226547,69.443184,67.299427,0,0,0,0,0,0
40.2,-0.059671,-0.160862,-0.117425,-0.231979,69.28856,67.269124,0,0,0,0,0,0
40.3,-0.060328,-0.161519,-0.118524,-0.233078,69.212581,67.349932,0,0,0,0,0,0
40.4,-0.059544,-0.160735,-0.117201,-0.231755,69.212581,67.349932,0,0,0,0,0,0
40.5,-0.058278,-0.159469,-0.114958,-0.229512,69.212581,67.090045,0,0,0,0,0,0
40.6,-0.057111,-0.158302,-0.112362,-0.226916,69.131128,66.906137,0,0,0,0,0,0
40.7,-0.056362,-0.157553,-0.110077,-0.224631,69.209773,66.906137,0,0,0,0,0,0
40.8,-0.057851,-0.159042,-0.111697,-0.226251,69.369871,67.23947,0,0,0,0,0,0
40.9,-0.060188,-0.161379,-0.115893,-0.230447,69.451325,67.465998,0,0,0,0,0,0
41,-0.062636,-0.163827,-0.120717,-0.235271,69.285456,67.509141,0,0,0,0,0,0
41.1,-0.063141,-0.164332,-0.123412,-0.237966,69.20104,67.478838,0,0,0,0,0,0
41.2,-0.061393,-0.162584,-0.12242,-0.236974,68.880547,67.559646,0,0,0,0,0,0
41.3,-0.05967,-0.160861,-0.120279,-0.234833,68.560054,67.559646,0,0,0,0,0,0
41.4,-0.057415,-0.158606,-0.117527,-0.232081,68.239561,67.454383,0,0,0,0,0,0
41.5,-0.055379,-0.15657,-0.114996,-0.22955,67.900578,67.34912,0,0,0,0,0,0
41.6,-0.053166,-0.154357,-0.112668,-0.227222,67.867476,67.503743,0,0,0,0,0,0
41.7,-0.053967,-0.155158,-0.114501,-0.229055,67.988998,67.760574,0,0,0,0,0,0
41.8,-0.055833,-0.157024,-0.118587,-0.233141,68.110521,67.798888,0,0,0,0,0,0
41.9,-0.057364,-0.158555,-0.122083,-0.236637,67.950422,67.798888,0,0,0,0,0,0
42,-0.056158,-0.157349,-0.121967,-0.236521,67.974232,67.874867,0,0,0,0,0,0
42.1,-0.05481,-0.156001,-0.120946,-0.2355,68.079495,67.982272,0,0,0,0,0,0
42.2,-0.053232,-0.154423,-0.119458,-0.234012,68.263854,67.877009,0,0,0,0,0,0
42.3,-0.051702,-0.152893,-0.117268,-0.231822,68.1824,67.771746,0,0,0,0,0,0
42.4,-0.05,-0.151191,-0.115249,-0.229803,68.100947,67.742986,0,0,0,0,0,0
42.5,-0.047985,-0.149176,-0.113036,-0.22759,68.100947,67.92637,0,0,0,0,0,0
42.6,-0.046219,-0.14741,-0.111272,-0.225826,67.974219,68.259703,0,0,0,0,0,0
42.7,-0.045794,-0.146985,-0.111603,-0.226157,67.974219,68.653969,0,0,0,0,0,0
42.8,-0.04445,-0.145641,-0.11059,-0.225144,68.313202,68.838328,0,0,0,0,0,0
42.9,-0.042805,-0.143996,-0.108769,-0.223323,68.573089,68.943591,0,0,0,0,0,0
43,-0.040758,-0.141949,-0.10643,-0.220984,68.912072,69.12795,0,0,0,0,0,0
43.1,-0.03868,-0.139871,-0.103856,-0.21841,69.211356,69.484579,0,0,0,0,0,0
43.2,-0.035936,-0.137127,-0.1008,-0.215354,69.521764,69.812448,0,0,0,0,0,0
43.3,-0.033533,-0.134724,-0.097798,-0.212352,69.821048,70.157276,0,0,0,0,0,0
43.4,-0.030276,-0.131467,-0.094494,-0.209048,70.084052,70.502103,0,0,0,0,0,0
43.5,-0.027289,-0.12848,-0.090465,-0.205019,70.335418,70.765108,0,0,0,0,0,0
43.6,-0.024889,-0.12608,-0.085855,-0.200409,70.586784,71.013653,0,0,0,0,0,0
43.7,-0.02261,-0.123801,-0.081481,-0.196035,70.668608,71.370283,0,0,0,0,0,0
43.8,-0.020387,-0.121578,-0.077432,-0.191986,70.934791,71.636465,0,0,0,0,0,0
43.9,-0.017941,-0.119132,-0.073512,-0.188066,71.285668,71.902648,0,0,0,0,0,0
44,-0.015417,-0.116608,-0.069643,-0.184197,71.636545,72.14007,0,0,0,0,0,0
44.1,-0.012394,-0.113585,-0.065569,-0.180123,72.032697,72.391436,0,0,0,0,0,0
44.2,-0.008953,-0.110144,-0.061839,-0.176393,72.453503,72.298489,0,0,0,0,0,0
44.3,-0.004632,-0.105823,-0.057037,-0.171591,72.70774,72.380313,0,0,0,0,0,0
44.4,-0.000371,-0.101562,-0.050501,-0.165055,72.959107,72.631679,0,0,0,0,0,0
44.5,0.002872,-0.098319,-0.044591,-0.159145,73.125625,72.803949,0,0,0,0,0,0
44.6,0.006585,-0.094606,-0.039268,-0.153822,73.210319,72.798197,0,0,0,0,0,0
44.7,0.009742,-0.091449,-0.034021,-0.148575,73.199196,72.70775,0,0,0,0,0,0
44.8,0.013492,-0.087699,-0.029246,-0.1438,73.28389,72.792445,0,0,0,0,0,0
44.9,0.017074,-0.084117,-0.024351,-0.138905,73.538127,72.964859,0,0,0,0,0,0
45,0.020803,-0.080388,-0.019543,-0.134097,73.525755,73.310005,0,0,0,0,0,0
45.1,0.024524,-0.076667,-0.01491,-0.129464,73.513383,73.376956,0,0,0,0,0,0
45.2,0.029151,-0.07204,-0.008929,-0.123483,73.413069,73.273738,0,0,0,0,0,0
45.3,0.032996,-0.068195,-0.002845,-0.117399,73.497764,73.358432,0,0,0,0,0,0
45.4,0.036341,-0.06485,0.003033,-0.111521,73.413069,73.358432,0,0,0,0,0,0
45.5,0.039644,-0.061547,0.008347,-0.106207,73.328375,73.358432,0,0,0,0,0,0
45.6,0.043334,-0.057857,0.013593,-0.100961,73.24368,73.267986,0,0,0,0,0,0
45.7,0.046657,-0.054534,0.018589,-0.095965,73.328375,73.434504,0,0,0,0,0,0
45.8,0.050244,-0.050947,0.023659,-0.090895,73.328375,73.519198,0,0,0,0,0,0
45.9,0.053653,-0.047538,0.028711,-0.085843,73.6735,73.601165,0,0,0,0,0,0
46,0.057296,-0.043895,0.033665,-0.080889,73.576034,73.497947,0,0,0,0,0,0
46.1,0.060902,-0.040289,0.039244,-0.07531,73.754662,73.312939,0,0,0,0,0,0
46.2,0.063689,-0.037502,0.044562,-0.069992,73.754662,73.485353,0,0,0,0,0,0
46.3,0.066493,-0.034698,0.049768,-0.064786,73.669968,73.400659,0,0,0,0,0,0
46.4,0.069015,-0.032176,0.054763,-0.059791,73.497554,73.228245,0,0,0,0,0,0
46.5,0.071901,-0.02929,0.05998,-0.054574,73.504174,72.964922,0,0,0,0,0,0
46.6,0.074729,-0.026462,0.064867,-0.049687,73.598514,72.971542,0,0,0,0,0,0
46.7,0.078208,-0.022983,0.070019,-0.044535,73.96215,73.07476,0,0,0,0,0,0
46.8,0.081388,-0.019803,0.074833,-0.039721,73.864684,72.908242,0,0,0,0,0,0
46.9,0.084045,-0.017146,0.078948,-0.035606,73.74298,72.908242,0,0,0,0,0,0
47,0.086256,-0.014935,0.083771,-0.030783,73.827675,72.998689,0,0,0,0,0,0
47.1,0.088766,-0.012425,0.089232,-0.025322,73.827675,72.998689,0,0,0,0,0,0
47.2,0.090959,-0.010232,0.094429,-0.020125,73.74298,72.913994,0,0,0,0,0,0
47.3,0.093586,-0.007605,0.099704,-0.01485,73.570567,72.8293,0,0,0,0,0,0
47.4,0.095973,-0.005218,0.104806,-0.009748,73.21969,72.656886,0,0,0,0,0,0
47.5,0.098563,-0.002628,0.109625,-0.004929,73.404875,72.754352,0,0,0,0,0,0
47.6,0.101191,0,0.114554,0,73.12878,72.772842,0,1,0,0,0,0
47.7,0.102464,0.001273,0.117483,0.002929,73.007077,72.518605,0,0,0,0,0,0
47.8,0.103523,0.002332,0.1188,0.004246,72.906763,72.357685,0,0,0,0,0,0
47.9,0.105271,0.00408,0.12217,0.007616,72.906763,72.448132,0,0,0,0,0,0
48,0.107284,0.006093,0.126707,0.012153,72.822069,72.366308,0,0,0,0,0,0
48.1,0.109354,0.008163,0.13102,0.016466,72.649655,72.281614,0,0,0,0,0,0
48.2,0.112192,0.011001,0.135558,0.021004,72.386332,72.109344,0,0,0,0,0,0
48.3,0.114378,0.013187,0.139306,0.024752,72.571517,72.191167,0,0,0,0,0,0
48.4,0.115956,0.014765,0.142748,0.028194,72.68045,72.109344,0,0,0,0,0,0
48.5,0.11691,0.015719,0.144946,0.030392,72.768169,71.937074,0,0,0,0,0,0
48.6,0.115247,0.014056,0.142815,0.028261,72.940583,71.776154,0,0,0,0,0,0
48.7,0.115257,0.014066,0.14271,0.028156,73.025277,71.787278,0,0,0,0,0,0
48.8,0.115673,0.014482,0.14437,0.029816,72.943454,71.705454,0,0,0,0,0,0
48.9,0.116742,0.015551,0.146581,0.032027,72.858759,71.544535,0,0,0,0,0,0
49,0.117776,0.016585,0.148922,0.034368,72.604522,71.378017,0,0,0,0,0,0
49.1,0.118224,0.017033,0.151098,0.036544,72.617293,71.470964,0,0,0,0,0,0
49.2,0.118736,0.017545,0.153072,0.038518,72.638684,71.470964,0,0,0,0,0,0
49.3,0.118731,0.01754,0.15425,0.039696,72.526796,71.55006,0,0,0,0,0,0
49.4,0.117631,0.01644,0.15211,0.037556,72.314594,71.37779,0,0,0,0,0,0
49.5,0.117171,0.01598,0.151255,0.036701,72.129865,71.37779,0,0,0,0,0,0
49.6,0.116331,0.01514,0.151102,0.036548,72.214559,71.388913,0,0,0,0,0,0
49.7,0.115693,0.014502,0.150691,0.036137,72.132736,71.309817,0,0,0,0,0,0
49.8,0.115186,0.013995,0.150901,0.036347,72.050769,71.227993,0,0,0,0,0,0
49.9,0.114465,0.013274,0.150623,0.036069,72.074664,71.297046,0,0,0,0,0,0
50,0.114295,0.013104,0.150771,0.036217,71.90225,71.463564,0,0,0,0,0,0
50.1,0.113932,0.012741,0.151226,0.036672,71.729836,71.624483,0,0,0,0,0,0
50.2,0.114905,0.013714,0.15407,0.039516,71.735588,71.61336,0,0,0,0,0,0
50.3,0.114309,0.013118,0.154587,0.040033,71.907858,71.695183,0,0,0,0,0,0
50.4,0.113476,0.012285,0.153471,0.038917,71.907858,71.940797,0,0,0,0,0,0
50.5,0.112601,0.01141,0.152428,0.037874,72.080128,71.940797,0,0,0,0,0,0
50.6,0.11113,0.009939,0.150674,0.03612,72.170575,71.768754,0,0,0,0,0,0
50.7,0.11013,0.008939,0.149153,0.034599,72.443302,71.728874,0,0,0,0,0,0
50.8,0.10914,0.007949,0.147929,0.033375,72.827917,71.888771,0,0,0,0,0,0
50.9,0.110136,0.008945,0.150522,0.035968,73.124813,71.970595,0,0,0,0,0,0
51,0.111733,0.010542,0.155371,0.040817,73.481956,72.137113,0,0,0,0,0,0
51.1,0.111924,0.010733,0.157718,0.043164,73.569676,72.298403,0,0,0,0,0,0
51.2,0.110844,0.009653,0.156765,0.042211,73.996327,72.631737,0,0,0,0,0,0
51.3,0.109894,0.008703,0.154761,0.040207,74.16304,73.403215,0,0,0,0,0,0
51.4,0.108928,0.007737,0.15197,0.037416,74.32433,73.506433,0,0,0,0,0,0
51.5,0.10773,0.006539,0.149172,0.034618,74.496744,73.594153,0,0,0,0,0,0
51.6,0.107775,0.006584,0.149303,0.034749,74.669158,73.766566,0,0,0,0,0,0
51.7,0.108926,0.007735,0.152712,0.038158,74.751125,73.93898,0,0,0,0,0,0
51.8,0.110553,0.009362,0.157447,0.042893,74.833092,74.111394,0,0,0,0,0,0
51.9,0.112231,0.01104,0.161594,0.04704,75.090252,74.283859,0,0,0,0,0,0
52,0.111889,0.010698,0.161153,0.046599,75.344633,74.71051,0,0,0,0,0,0
52.1,0.110231,0.00904,0.157828,0.043274,75.672501,75.128589,0,0,0,0,0,0
52.2,0.108786,0.007595,0.154168,0.039614,75.757247,75.422707,0,0,0,0,0,0
52.3,0.107148,0.005957,0.149903,0.035349,75.757247,75.517046,0,0,0,0,0,0
52.4,0.107821,0.00663,0.149888,0.035334,75.844967,75.774206,0,0,0,0,0,0
52.5,0.108859,0.007668,0.152685,0.038131,75.929712,76.195259,0,0,0,0,0,0
52.6,0.110531,0.00934,0.15637,0.041816,76.014458,76.367672,0,0,0,0,0,0
52.7,0.112818,0.011627,0.160292,0.045738,76.175378,76.367672,0,0,0,0,0,0
52.8,0.114002,0.012811,0.161867,0.047313,76.423965,75.94134,0,0,0,0,0,0
52.9,0.11355,0.012359,0.159115,0.044561,76.757298,76.208492,0,0,0,0,0,0
53,0.114811,0.01362,0.154347,0.039793,76.675331,76.299402,0,0,0,0,0,0
53.1,0.115291,0.0141,0.149219,0.034665,76.593364,76.299402,0,0,0,0,0,0
53.2,0.11563,0.014439,0.146965,0.032411,76.593364,76.384147,0,0,0,0,0,0
53.3,0.118317,0.017126,0.148988,0.034434,76.593364,76.717481,0,0,0,0,0,0
53.4,0.121593,0.020402,0.151985,0.037431,76.771776,76.966068,0,0,0,0,0,0
53.5,0.125091,0.0239,0.155425,0.040871,77.213397,76.97884,0,0,0,0,0,0
53.6,0.128671,0.02748,0.1582,0.043646,77.581531,76.894094,0,0,0,0,0,0
53.7,0.129847,0.028656,0.156717,0.042163,78.014027,76.985003,0,0,0,0,0,0
53.8,0.13019,0.028999,0.152452,0.037898,78.34736,76.985003,0,0,0,0,0,0
53.9,0.13006,0.028869,0.147673,0.033119,78.519774,76.991166,0,0,0,0,0,0
54,0.131659,0.030468,0.146134,0.03158,78.435028,76.843018,0,0,0,0,0,0
54.1,0.134079,0.032888,0.147418,0.032864,78.350282,77.003938,0,0,0,0,0,0
54.2,0.136377,0.035186,0.149493,0.034939,78.016949,77.337271,0,0,0,0,0,0
54.3,0.13832,0.037129,0.151611,0.037057,77.774525,77.670091,0,0,0,0,0,0
54.4,0.139861,0.03867,0.152791,0.038237,77.704349,77.575815,0,0,0,0,0,0
54.5,0.139377,0.038186,0.149758,0.035204,78.210045,77.670091,0,0,0,0,0,0
54.6,0.138503,0.037312,0.145517,0.030963,78.809254,77.855276,0,0,0,0,0,0
54.7,0.137346,0.036155,0.141227,0.026673,79.232983,77.955715,0,0,0,0,0,0
54.8,0.137569,0.036378,0.140916,0.026362,79.232983,77.794796,0,0,0,0,0,0
54.9,0.139216,0.038025,0.143208,0.028654,79.05457,77.794796,0,0,0,0,0,0
55,0.140511,0.03932,0.145924,0.03137,78.440535,78.033339,0,0,0,0,0,0
55.1,0.142168,0.040977,0.148416,0.033862,78.250229,78.296497,0,0,0,0,0,0
55.2,0.141073,0.039882,0.146431,0.031877,78.156717,78.390773,0,0,0,0,0,0
55.3,0.140029,0.038838,0.142363,0.027809,78.340625,78.575959,0,0,0,0,0,0
55.4,0.138821,0.03763,0.137799,0.023245,78.685452,78.569795,0,0,0,0,0,0
55.5,0.139654,0.038463,0.134373,0.019819,78.776361,78.469356,0,0,0,0,0,0
55.6,0.143604,0.042413,0.135822,0.021268,78.591176,78.469356,0,0,0,0,0,0
55.7,0.147898,0.046707,0.140131,0.025577,78.405991,78.469356,0,0,0,0,0,0
55.8,0.151473,0.050282,0.143637,0.029083,78.227362,78.308785,0,0,0,0,0,0
55.9,0.154444,0.053253,0.143903,0.029349,77.691477,78.308785,0,0,0,0,0,0
56,0.157295,0.056104,0.1417,0.027146,77.691477,78.214509,0,0,0,0,0,0
56.1,0.160139,0.058948,0.138417,0.023863,77.774236,78.120233,0,0,0,0,0,0
56.2,0.162554,0.061363,0.134148,0.019594,77.805053,78.025957,0,0,0,0,0,0
56.3,0.16623,0.065039,0.132137,0.017583,77.805053,78.116701,0,0,0,0,0,0
56.4,0.170586,0.069395,0.133894,0.01934,77.632588,78.116701,0,0,0,0,0,0
56.5,0.175318,0.074127,0.136677,0.022123,77.632588,78.026305,0,0,0,0,0,0
56.6,0.179213,0.078022,0.137311,0.022757,77.299768,77.935561,0,0,0,0,0,0
56.7,0.181657,0.080466,0.134157,0.019603,77.39328,77.935561,0,0,0,0,0,0
56.8,0.184203,0.083012,0.129771,0.015217,77.076039,77.935561,0,0,0,0,0,0
56.9,0.185846,0.084655,0.124688,0.010134,77.076039,78.036001,0,0,0,0,0,0
57,0.188375,0.087184,0.121311,0.006757,76.98513,78.042164,0,0,0,0,0,0
57.1,0.192474,0.091283,0.121789,0.007235,77.624861,78.042164,0,0,0,0,0,0
57.2,0.197049,0.095858,0.123866,0.009312,78.365601,78.042164,0,0,0,0,0,0
57.3,0.201303,0.100112,0.126098,0.011544,78.837936,78.042164,0,0,0,0,0,0
57.4,0.203688,0.102497,0.124401,0.009847,79.627905,78.214413,0,0,0,0,0,0
57.5,0.204884,0.103693,0.119555,0.005001,80.130102,78.295917,0,0,0,0,0,0
57.6,0.205348,0.104157,0.113638,-0.000916,80.047343,78.289754,0,0,0,0,0,0
57.7,0.206082,0.104891,0.108774,-0.00578,79.683707,78.283591,0,0,0,0,0,0
57.8,0.207674,0.106483,0.108017,-0.006537,79.683707,78.105179,0,0,0,0,0,0
57.9,0.209778,0.108587,0.109738,-0.004816,79.771426,78.105179,0,0,0,0,0,0
58,0.209637,0.108446,0.111669,-0.002885,79.771426,78.017747,0,0,0,0,0,0
58.1,0.20949,0.108299,0.113937,-0.000617,80.197758,78.362575,0,0,0,0,0,0
58.2,0.208033,0.106842,0.112598,-0.001956,80.197758,78.601118,0,0,0,0,0,0
58.3,0.204449,0.103258,0.107676,-0.006878,80.712044,78.749266,0,0,0,0,0,0
58.4,0.19984,0.098649,0.101772,-0.012782,80.909088,78.897414,0,0,0,0,0,0
58.5,0.197071,0.09588,0.099052,-0.015502,81.363634,79.139839,0,0,0,0,0,0
58.6,0.195351,0.09416,0.099723,-0.014831,81.266231,78.978919,0,0,0,0,0,0
58.7,0.193445,0.092254,0.101341,-0.013213,81.310676,78.818,0,0,0,0,0,0
58.8,0.191747,0.090556,0.103521,-0.011033,81.695291,78.740027,0,0,0,0,0,0
58.9,0.190202,0.089011,0.105267,-0.009287,81.996231,78.740027,0,0,0,0,0,0
59,0.186607,0.085416,0.103305,-0.011249,81.587547,79.084854,0,0,0,0,0,0
59.1,0.182281,0.08109,0.098258,-0.016296,81.494034,79.423838,0,0,0,0,0,0
59.2,0.178908,0.077717,0.094251,-0.020303,81.886996,79.762821,0,0,0,0,0,0
59.3,0.177197,0.076006,0.093498,-0.021056,82.310725,79.850489,0,0,0,0,0,0
59.4,0.176008,0.074817,0.094708,-0.019846,82.644058,79.70234,0,0,0,0,0,0
59.5,0.175025,0.073834,0.096253,-0.018301,83.067787,79.641624,0,0,0,0,0,0
59.6,0.174247,0.073056,0.097724,-0.01683,83.034417,79.309568,0,0,0,0,0,0
59.7,0.17355,0.072359,0.098635,-0.015919,82.940904,79.40308,0,0,0,0,0,0
59.8,0.171008,0.069817,0.095104,-0.01945,82.559952,79.586988,0,0,0,0,0,0
59.9,0.167751,0.06656,0.089683,-0.024871,82.178999,79.770896,0,0,0,0,0,0
60,0.166079,0.064888,0.086827,-0.027727,82.057787,79.861292,0,0,0,0,0,0
60.1,0.165065,0.063874,0.086561,-0.027993,82.033978,79.874063,0,0,0,0,0,0
60.2,0.164389,0.063198,0.086885,-0.027669,82.007748,79.984668,0,0,0,0,0,0
60.3,0.163686,0.062495,0.088006,-0.026548,81.722389,80.082502,0,0,0,0,0,0
60.4,0.162555,0.061364,0.088695,-0.025859,81.421448,80.336586,0,0,0,0,0,0
60.5,0.159428,0.058237,0.088005,-0.026549,81.421448,80.336586,0,0,0,0,0,0
60.6,0.153117,0.051926,0.082578,-0.031976,81.514961,80.430098,0,0,0,0,0,0
60.7,0.147278,0.046087,0.075707,-0.038847,81.454818,80.430098,0,0,0,0,0,0
60.8,0.14354,0.042349,0.073043,-0.041511,81.893159,80.681413,0,0,0,0,0,0
60.9,0.138951,0.03776,0.07137,-0.043184,82.274111,80.759386,0,0,0,0,0,0
61,0.133933,0.032742,0.07014,-0.044414,82.517049,80.820102,0,0,0,0,0,0
61.1,0.128884,0.027693,0.069598,-0.044956,82.747464,80.99206,0,0,0,0,0,0
61.2,0.126187,0.024996,0.070208,-0.044346,83.185804,80.99206,0,0,0,0,0,0
61.3,0.122206,0.021015,0.068373,-0.046181,83.466506,80.99206,0,0,0,0,0,0
61.4,0.117083,0.015892,0.062959,-0.051595,83.747207,80.898547,0,0,0,0,0,0
61.5,0.112463,0.011272,0.058533,-0.056021,84.027909,80.898547,0,0,0,0,0,0
61.6,0.108601,0.00741,0.057425,-0.057129,84.268346,81.197233,0,0,0,0,0,0
61.7,0.104815,0.003624,0.05762,-0.056934,84.361242,81.337943,0,0,0,0,0,0
61.8,0.101275,8.4E-05,0.05841,-0.056144,84.544038,81.478653,0,0,0,0,0,0
61.9,0.09732,-0.003871,0.059151,-0.055403,84.544038,81.385141,0,0,0,0,0,0
62,0.091967,-0.009224,0.05803,-0.056524,84.38394,81.131057,0,0,0,0,0,0
62.1,0.085279,-0.015912,0.05339,-0.061164,84.039112,80.947149,0,0,0,0,0,0
62.2,0.078256,-0.022935,0.047172,-0.067382,83.800568,80.786578,0,0,0,0,0,0
62.3,0.073284,-0.027907,0.044409,-0.070145,82.938499,80.626007,0,0,0,0,0,0
62.4,0.068644,-0.032547,0.044497,-0.070057,83.042395,80.786578,0,0,0,0,0,0
62.5,0.065267,-0.035924,0.045958,-0.068596,82.89297,80.964405,0,0,0,0,0,0
62.6,0.061806,-0.039385,0.047494,-0.06706,82.695926,81.124504,0,0,0,0,0,0
62.7,0.057328,-0.043863,0.047801,-0.066753,82.351098,80.964405,0,0,0,0,0,0
62.8,0.051398,-0.049793,0.043766,-0.070788,81.922248,80.730183,0,0,0,0,0,0
62.9,0.045158,-0.056033,0.037885,-0.076669,81.493398,80.589473,0,0,0,0,0,0
63,0.038508,-0.062683,0.031772,-0.082782,80.970272,80.25049,0,0,0,0,0,0
63.1,0.034347,-0.066844,0.028179,-0.086375,80.396502,79.939033,0,0,0,0,0,0
63.2,0.031997,-0.069194,0.028578,-0.085976,80.548017,79.939033,0,0,0,0,0,0
63.3,0.031598,-0.069593,0.030124,-0.08443,80.144508,79.848637,0,0,0,0,0,0
63.4,0.032113,-0.069078,0.032201,-0.082353,79.890425,79.688066,0,0,0,0,0,0
63.5,0.03078,-0.070411,0.030416,-0.084138,79.890425,79.610094,0,0,0,0,0,0
63.6,0.029926,-0.071265,0.025899,-0.088655,79.903196,79.461945,0,0,0,0,0,0
63.7,0.030628,-0.070563,0.020723,-0.093831,79.802757,79.289697,0,0,0,0,0,0
63.8,0.031716,-0.069475,0.015261,-0.099293,79.802757,79.117448,0,0,0,0,0,0
63.9,0.03365,-0.067541,0.012311,-0.102243,79.069321,78.976738,0,0,0,0,0,0
64,0.037064,-0.064127,0.012795,-0.101759,78.636825,78.886342,0,0,0,0,0,0
64.1,0.040343,-0.060848,0.014443,-0.100111,78.20433,78.79283,0,0,0,0,0,0
64.2,0.04268,-0.058511,0.014836,-0.099718,77.687088,78.698845,0,0,0,0,0,0
64.3,0.043397,-0.057794,0.011708,-0.102846,77.592812,78.506735,0,0,0,0,0,0
64.4,0.043197,-0.057994,0.006462,-0.108092,77.498536,78.314625,0,0,0,0,0,0
64.5,0.042914,-0.058277,0.001161,-0.113393,77.407627,78.320789,0,0,0,0,0,0
64.6,0.042127,-0.059064,-0.004359,-0.118913,77.407627,78.148375,0,0,0,0,0,0
64.7,0.043837,-0.057354,-0.00622,-0.120774,76.674191,77.809392,0,0,0,0,0,0
64.8,0.046843,-0.054348,-0.004829,-0.119383,76.501942,77.809392,0,0,0,0,0,0
