#時刻,脳血流(左),脳血流(左),脳血流(右),脳血流(右),脈拍(左),脈拍(右),M1,M2,M3,M4,M5,M6
64.9,0.049938,-0.051253,-0.002413,-0.116967,76.32353,77.879567,0,0,0,0,0,0
65,0.050543,-0.050648,-0.003298,-0.117852,76.051133,77.785291,0,0,0,0,0,0
65.1,0.050201,-0.05099,-0.006779,-0.121333,75.950693,77.691015,0,0,0,0,0,0
65.2,0.049453,-0.051738,-0.010966,-0.12552,75.950693,77.691015,0,0,0,0,0,0
65.3,0.047625,-0.053566,-0.015682,-0.130236,76.041602,77.600106,0,0,0,0,0,0
65.4,0.045978,-0.055213,-0.019877,-0.134431,75.956857,77.23512,0,0,0,0,0,0
65.5,0.045882,-0.055309,-0.021738,-0.136292,75.617874,76.986532,0,0,0,0,0,0
65.6,0.047971,-0.05322,-0.019843,-0.134397,75.705542,76.808705,0,0,0,0,0,0
65.7,0.048793,-0.052398,-0.018143,-0.132697,75.705542,76.717961,0,0,0,0,0,0
65.8,0.047837,-0.053354,-0.019828,-0.134382,75.614633,76.627052,0,0,0,0,0,0
65.9,0.046965,-0.054226,-0.023165,-0.137719,75.523724,76.627052,0,0,0,0,0,0
66,0.046863,-0.054328,-0.026721,-0.141275,75.523724,76.627052,0,0,0,0,0,0
66.1,0.046654,-0.054537,-0.03057,-0.145124,75.523724,76.627052,0,0,0,0,0,0
66.2,0.045961,-0.05523,-0.034314,-0.148868,75.438978,76.460339,0,0,0,0,0,0
66.3,0.04719,-0.054001,-0.035916,-0.15047,75.260349,76.127006,0,0,0,0,0,0
66.4,0.051279,-0.049912,-0.033295,-0.147849,75.087884,75.793672,0,0,0,0,0,0
66.5,0.054652,-0.046539,-0.031529,-0.146083,74.915419,75.787509,0,0,0,0,0,0
66.6,0.056498,-0.044693,-0.033634,-0.148188,74.830673,75.614633,0,0,0,0,0,0
66.7,0.058374,-0.042817,-0.036488,-0.151042,74.745928,75.436004,0,0,0,0,0,0
66.8,0.059286,-0.041905,-0.040145,-0.154699,74.90092,75.348285,0,0,0,0,0,0
66.9,0.061152,-0.040039,-0.043187,-0.157741,74.985666,75.430252,0,0,0,0,0,0
67,0.062674,-0.038517,-0.04631,-0.160864,75.157936,75.263539,0,0,0,0,0,0
67.1,0.065666,-0.035525,-0.047862,-0.162416,74.985522,75.017638,0,0,0,0,0,0
67.2,0.070135,-0.031056,-0.045741,-0.160295,74.985522,74.929969,0,0,0,0,0,0
67.3,0.072949,-0.028242,-0.045632,-0.160186,74.985522,75.014715,0,0,0,0,0,0
67.4,0.074825,-0.026366,-0.048069,-0.162623,74.985522,75.008552,0,0,0,0,0,0
67.5,0.075237,-0.025954,-0.05116,-0.165714,74.985522,74.917643,0,0,0,0,0,0
67.6,0.075567,-0.025624,-0.054403,-0.168957,74.813109,74.829924,0,0,0,0,0,0
67.7,0.07594,-0.025251,-0.057614,-0.172168,74.725389,74.829924,0,0,0,0,0,0
67.8,0.076237,-0.024954,-0.060372,-0.174926,74.731141,74.747956,0,0,0,0,0,0
67.9,0.077528,-0.023663,-0.061445,-0.175999,74.818861,74.747956,0,0,0,0,0,0
68,0.081172,-0.020019,-0.058338,-0.172892,74.824613,74.747956,0,0,0,0,0,0
68.1,0.083622,-0.017569,-0.056302,-0.170856,74.824613,74.914669,0,0,0,0,0,0
68.2,0.084961,-0.01623,-0.057061,-0.171615,74.824613,75.087134,0,0,0,0,0,0
68.3,0.084628,-0.016563,-0.059016,-0.17357,74.578711,75.259599,0,0,0,0,0,0
68.4,0.083575,-0.017616,-0.061605,-0.176159,74.493965,75.259599,0,0,0,0,0,0
68.5,0.082369,-0.018822,-0.063876,-0.17843,74.575932,75.259599,0,0,0,0,0,0
68.6,0.079709,-0.021482,-0.066268,-0.180822,74.575932,75.177632,0,0,0,0,0,0
68.7,0.076714,-0.024477,-0.067339,-0.181893,74.575932,75.092886,0,0,0,0,0,0
68.8,0.075722,-0.025469,-0.064347,-0.178901,74.575932,75.092886,0,0,0,0,0,0
68.9,0.074122,-0.027069,-0.061581,-0.176135,74.575932,75.008141,0,0,0,0,0,0
69,0.070881,-0.03031,-0.061637,-0.176191,74.660678,75.092886,0,0,0,0,0,0
69.1,0.068766,-0.032425,-0.062076,-0.17663,74.833092,75.265351,0,0,0,0,0,0
69.2,0.065992,-0.035199,-0.063394,-0.177948,74.920811,75.347319,0,0,0,0,0,0
69.3,0.063593,-0.037598,-0.064599,-0.179153,75.002779,75.347319,0,0,0,0,0,0
69.4,0.060819,-0.040372,-0.065739,-0.180293,75.002779,75.265351,0,0,0,0,0,0
69.5,0.059188,-0.042003,-0.065544,-0.180098,75.175655,75.180606,0,0,0,0,0,0
69.6,0.060254,-0.040937,-0.061033,-0.175587,75.260401,75.09586,0,0,0,0,0,0
69.7,0.060048,-0.041143,-0.057803,-0.172357,75.345146,75.011114,0,0,0,0,0,0
69.8,0.058786,-0.042405,-0.057194,-0.171748,75.429892,75.011114,0,0,0,0,0,0
69.9,0.057202,-0.043989,-0.057756,-0.17231,75.429892,75.011114,0,0,0,0,0,0
70,0.055988,-0.045203,-0.058412,-0.172966,75.342173,75.005362,0,0,0,0,0,0
70.1,0.054977,-0.046214,-0.059092,-0.173646,75.342173,75.005362,0,0,0,0,0,0
70.2,0.054971,-0.04622,-0.059319,-0.173873,75.342173,74.923395,0,0,0,0,0,0
70.3,0.056985,-0.044206,-0.057567,-0.172121,75.342173,74.75093,0,0,0,0,0,0
70.4,0.061045,-0.040146,-0.052185,-0.166739,75.514587,74.75093,0,0,0,0,0,0
70.5,0.064136,-0.037055,-0.048086,-0.16264,75.52075,74.666184,0,0,0,0,0,0
70.6,0.065827,-0.035364,-0.047024,-0.161578,75.52075,74.581438,0,0,0,0,0,0
70.7,0.067413,-0.033778,-0.04716,-0.161714,75.52075,74.581438,0,0,0,0,0,0
70.8,0.068922,-0.032269,-0.047811,-0.162365,75.52075,74.663406,0,0,0,0,0,0
70.9,0.06996,-0.031231,-0.04839,-0.162944,75.438783,74.663406,0,0,0,0,0,0
71,0.069743,-0.031448,-0.049048,-0.163602,75.681207,74.581438,0,0,0,0,0,0
71.1,0.07099,-0.030201,-0.047336,-0.16189,75.842363,74.672347,0,0,0,0,0,0
71.2,0.072467,-0.028724,-0.041969,-0.156523,76.09095,74.757093,0,0,0,0,0,0
71.3,0.072428,-0.028763,-0.036785,-0.151339,75.924237,74.672347,0,0,0,0,0,0
71.4,0.070033,-0.031158,-0.035314,-0.149868,76.015147,74.672347,0,0,0,0,0,0
71.5,0.067937,-0.033254,-0.034713,-0.149267,76.193775,74.760067,0,0,0,0,0,0
71.6,0.065412,-0.035779,-0.034375,-0.148929,76.284684,74.842034,0,0,0,0,0,0
71.7,0.063327,-0.037864,-0.034201,-0.148755,76.284684,74.924001,0,0,0,0,0,0
71.8,0.061369,-0.039822,-0.033756,-0.14831,76.284684,75.01172,0,0,0,0,0,0
71.9,0.059723,-0.041468,-0.032428,-0.146982,76.197016,75.01172,0,0,0,0,0,0
72,0.061587,-0.039604,-0.026553,-0.141107,76.197016,75.096466,0,0,0,0,0,0
72.1,0.062912,-0.038279,-0.019868,-0.134422,76.36943,75.181212,0,0,0,0,0,0
72.2,0.062766,-0.038425,-0.016351,-0.130905,76.454176,75.099245,0,0,0,0,0,0
72.3,0.062304,-0.038887,-0.014197,-0.128751,76.454176,75.099245,0,0,0,0,0,0
72.4,0.062464,-0.038727,-0.01246,-0.127014,76.620889,75.181212,0,0,0,0,0,0
72.5,0.062664,-0.038527,-0.011407,-0.125961,76.378464,75.263179,0,0,0,0,0,0
72.6,0.063161,-0.03803,-0.010063,-0.124617,76.415582,75.090303,0,0,0,0,0,0
72.7,0.063508,-0.037683,-0.008794,-0.123348,76.345406,75.005557,0,0,0,0,0,0
72.8,0.066925,-0.034266,-0.003958,-0.118512,76.982929,75.005557,0,0,0,0,0,0
72.9,0.070361,-0.03083,0.002371,-0.112183,77.315749,75.090303,0,0,0,0,0,0
73,0.072126,-0.029065,0.005614,-0.10894,77.224839,75.008336,0,0,0,0,0,0
73.1,0.073318,-0.027873,0.007716,-0.106838,77.046211,74.920616,0,0,0,0,0,0
73.2,0.073883,-0.027308,0.008898,-0.105656,76.958492,74.832897,0,0,0,0,0,0
73.3,0.075067,-0.026124,0.010106,-0.104448,76.958492,74.832897,0,0,0,0,0,0
73.4,0.076361,-0.02483,0.011295,-0.103259,76.873746,74.75093,0,0,0,0,0,0
73.5,0.078193,-0.022998,0.01283,-0.101724,76.688497,74.584217,0,0,0,0,0,0
73.6,0.080966,-0.020225,0.015754,-0.0988,76.779241,74.584217,0,0,0,0,0,0
73.7,0.085275,-0.015916,0.021719,-0.092835,76.879681,74.584217,0,0,0,0,0,0
73.8,0.088488,-0.012703,0.025105,-0.089449,76.879681,74.50225,0,0,0,0,0,0
73.9,0.092429,-0.008762,0.027139,-0.087415,76.707216,74.41453,0,0,0,0,0,0
74,0.096812,-0.004379,0.028691,-0.085863,76.528587,74.242117,0,0,0,0,0,0
74.1,0.100905,-0.000286,0.029812,-0.084742,76.157849,74.236364,0,0,0,0,0,0
74.2,0.104935,0.003744,0.031092,-0.083462,76.31842,74.148645,0,0,0,0,0,0
74.3,0.108313,0.007122,0.032264,-0.08229,76.096198,74.066678,0,0,0,0,0,0
74.4,0.112633,0.011442,0.034243,-0.080311,76.005802,73.899965,0,0,0,0,0,0
74.5,0.118341,0.01715,0.039394,-0.07516,75.923835,73.899965,0,0,0,0,0,0
74.6,0.12277,0.021579,0.042984,-0.07157,75.923835,73.905717,0,0,0,0,0,0
74.7,0.125818,0.024627,0.045252,-0.069302,75.923835,73.905717,0,0,0,0,0,0
74.8,0.129114,0.027923,0.047506,-0.067048,75.751421,73.733303,0,0,0,0,0,0
74.9,0.131474,0.030283,0.049091,-0.065463,75.751421,73.727551,0,0,0,0,0,0
75,0.134149,0.032958,0.050829,-0.063725,76.030946,73.721799,0,0,0,0,0,0
75.1,0.136337,0.035146,0.052393,-0.062161,75.767788,73.555086,0,0,0,0,0,0
75.2,0.138586,0.037395,0.054569,-0.059985,75.755017,73.555086,0,0,0,0,0,0
75.3,0.141795,0.040604,0.05909,-0.055464,76.209562,73.809467,0,0,0,0,0,0
75.4,0.143712,0.042521,0.062552,-0.052002,76.209562,73.809467,0,0,0,0,0,0
75.5,0.145308,0.044117,0.065643,-0.048911,76.209562,73.894162,0,0,0,0,0,0
75.6,0.147731,0.04654,0.068622,-0.045932,76.124868,73.809467,0,0,0,0,0,0
75.7,0.152148,0.050957,0.071751,-0.042803,75.701139,73.809467,0,0,0,0,0,0
75.8,0.157452,0.056261,0.074596,-0.039958,75.367806,73.803715,0,0,0,0,0,0
75.9,0.162686,0.061495,0.077582,-0.036972,75.034472,73.803715,0,0,0,0,0,0
76,0.168389,0.067198,0.080472,-0.034082,75.11644,73.803715,0,0,0,0,0,0
76.1,0.17503,0.073839,0.085678,-0.028876,75.204159,73.885682,0,0,0,0,0,0
76.2,0.18033,0.079139,0.089463,-0.025091,75.376624,73.891434,0,0,0,0,0,0
76.3,0.185188,0.083997,0.092629,-0.021925,75.467071,73.976129,0,0,0,0,0,0
76.4,0.190176,0.088985,0.095676,-0.018878,75.294657,73.891434,0,0,0,0,0,0
76.5,0.194085,0.092894,0.098079,-0.016475,75.021752,73.891434,0,0,0,0,0,0
76.6,0.198814,0.097623,0.100823,-0.013731,75.021752,73.885682,0,0,0,0,0,0
76.7,0.203215,0.102024,0.103486,-0.011068,74.754999,73.885682,0,0,0,0,0,0
76.8,0.209134,0.107943,0.107534,-0.00702,74.206114,73.804178,0,0,0,0,0,0
76.9,0.216061,0.11487,0.114573,1.9E-05,74.293833,73.80993,0,0,0,0,0,0
77,0.220956,0.119765,0.119313,0.004759,74.293833,73.80993,0,0,0,0,0,0
77.1,0.225474,0.124283,0.122188,0.007634,74.378528,73.894624,0,0,0,0,0,0
77.2,0.230325,0.129134,0.12506,0.010506,74.206114,73.80993,0,0,0,0,0,0
77.3,0.234753,0.133562,0.127292,0.012738,74.0337,73.80993,0,0,0,0,0,0
77.4,0.239184,0.137993,0.129731,0.015177,73.945981,73.80993,0,0,0,0,0,0
77.5,0.243743,0.142552,0.132638,0.018084,73.945981,73.80993,0,0,0,0,0,0
77.6,0.250658,0.149467,0.139605,0.025051,74.131166,74.143263,0,0,0,0,0,0
77.7,0.258601,0.15741,0.149562,0.035008,74.04642,74.143263,0,0,0,0,0,0
77.8,0.263984,0.162793,0.156524,0.04197,74.128387,74.230982,0,0,0,0,0,0
77.9,0.268605,0.167414,0.160669,0.046115,74.213082,74.315677,0,0,0,0,0,0
78,0.272691,0.1715,0.163362,0.048808,74.213082,74.315677,0,0,0,0,0,0
78.1,0.277486,0.176295,0.165912,0.051358,74.213082,74.403396,0,0,0,0,0,0
78.2,0.282683,0.181492,0.168437,0.053883,74.225454,74.403396,0,0,0,0,0,0
78.3,0.288693,0.187502,0.172204,0.05765,74.319794,74.312487,0,0,0,0,0,0
78.4,0.296521,0.19533,0.180325,0.065771,74.40454,74.640356,0,0,0,0,0,0
78.5,0.305282,0.204091,0.190681,0.076127,74.577005,74.900489,0,0,0,0,0,0
78.6,0.313523,0.212332,0.199958,0.085404,74.664724,74.988208,0,0,0,0,0,0
78.7,0.319122,0.217931,0.204844,0.09029,74.837138,75.160622,0,0,0,0,0,0
78.8,0.32336,0.222169,0.207997,0.093443,75.009552,75.248341,0,0,0,0,0,0
78.9,0.326496,0.225305,0.210239,0.095685,75.097271,75.330309,0,0,0,0,0,0
79,0.32952,0.228329,0.21252,0.097966,75.015304,75.330309,0,0,0,0,0,0
79.1,0.33243,0.231239,0.216437,0.101883,74.914864,74.915008,0,0,0,0,0,0
79.2,0.338072,0.236881,0.225112,0.110558,75.160766,75.330309,0,0,0,0,0,0
79.3,0.344592,0.243401,0.235407,0.120853,75.33318,75.904079,0,0,0,0,0,0
79.4,0.351233,0.250042,0.245632,0.131078,75.420899,75.991798,0,0,0,0,0,0
79.5,0.355109,0.253918,0.251038,0.136484,75.508618,76.079518,0,0,0,0,0,0
79.6,0.358028,0.256837,0.253782,0.139228,75.599527,76.079518,0,0,0,0,0,0
79.7,0.360914,0.259723,0.255698,0.141144,75.681495,76.161485,0,0,0,0,0,0
79.8,0.363629,0.262438,0.257141,0.142587,75.599527,76.161485,0,0,0,0,0,0
79.9,0.368463,0.267272,0.262024,0.14747,75.760683,75.833616,0,0,0,0,0,0
80,0.374638,0.273447,0.270267,0.155713,75.861123,75.994536,0,0,0,0,0,0
80.1,0.381348,0.280157,0.279602,0.165048,75.779155,76.327869,0,0,0,0,0,0
80.2,0.387717,0.286526,0.288518,0.173964,75.870065,76.418778,0,0,0,0,0,0
80.3,0.391489,0.290298,0.293046,0.178492,75.960974,76.509687,0,0,0,0,0,0
80.4,0.394229,0.293038,0.294345,0.179791,76.051883,76.600596,0,0,0,0,0,0
80.5,0.39654,0.295349,0.294973,0.180419,76.224759,76.773472,0,0,0,0,0,0
80.6,0.397082,0.295891,0.294845,0.180291,76.230922,76.85544,0,0,0,0,0,0
80.7,0.39799,0.296799,0.297789,0.183235,76.439566,76.606852,0,0,0,0,0,0
80.8,0.398963,0.297772,0.304877,0.190323,76.600486,76.366415,0,0,0,0,0,0
80.9,0.401049,0.299858,0.313082,0.198528,76.863644,76.940185,0,0,0,0,0,0
81,0.403048,0.301857,0.321726,0.207172,76.954553,76.940185,0,0,0,0,0,0
81.1,0.402812,0.301621,0.325788,0.211234,76.954553,77.031094,0,0,0,0,0,0
81.2,0.402002,0.300811,0.326986,0.212432,77.139738,77.122004,0,0,0,0,0,0
81.3,0.401326,0.300135,0.326914,0.21236,77.306451,77.212913,0,0,0,0,0,0
81.4,0.400449,0.299258,0.326373,0.211819,77.145295,77.29488,0,0,0,0,0,0
81.5,0.40153,0.300339,0.327181,0.212627,77.044856,76.961547,0,0,0,0,0,0
81.6,0.406563,0.305372,0.333407,0.218853,77.211569,76.800627,0,0,0,0,0,0
81.7,0.410404,0.309213,0.341169,0.226615,77.120659,77.043051,0,0,0,0,0,0
81.8,0.412869,0.311678,0.347779,0.233225,76.947783,77.036888,0,0,0,0,0,0
81.9,0.413437,0.312246,0.350156,0.235602,76.856874,76.945979,0,0,0,0,0,0
82,0.413559,0.312368,0.350324,0.23577,76.765965,76.945979,0,0,0,0,0,0
82.1,0.412993,0.311802,0.349709,0.235155,76.675056,77.036888,0,0,0,0,0,0
82.2,0.410979,0.309788,0.348336,0.233782,76.22051,76.952142,0,0,0,0,0,0
82.3,0.409301,0.30811,0.347273,0.232719,75.887177,76.618809,0,0,0,0,0,0
82.4,0.409481,0.30829,0.350077,0.235523,75.796433,76.129784,0,0,0,0,0,0
82.5,0.411479,0.310288,0.356401,0.241847,76.129253,76.375686,0,0,0,0,0,0
82.6,0.410933,0.309742,0.359139,0.244585,76.210757,76.369522,0,0,0,0,0,0
82.7,0.409999,0.308808,0.359317,0.244763,76.025572,76.278613,0,0,0,0,0,0
82.8,0.408507,0.307316,0.358358,0.243804,75.940826,76.187704,0,0,0,0,0,0
82.9,0.406494,0.305303,0.356772,0.242218,75.856081,76.187704,0,0,0,0,0,0
83,0.404611,0.30342,0.355315,0.240761,75.771335,76.187704,0,0,0,0,0,0
83.1,0.401669,0.300478,0.353552,0.238998,75.604622,76.01529,0,0,0,0,0,0
83.2,0.400237,0.299046,0.354539,0.239985,75.777036,75.681957,0,0,0,0,0,0
83.3,0.39902,0.297829,0.358362,0.243808,75.777036,75.681957,0,0,0,0,0,0
83.4,0.39702,0.295829,0.359398,0.244844,75.689316,75.681957,0,0,0,0,0,0
83.5,0.393718,0.292527,0.358044,0.24349,75.689316,75.591048,0,0,0,0,0,0
83.6,0.390113,0.288922,0.356261,0.241707,75.689316,75.500139,0,0,0,0,0,0
83.7,0.386087,0.284896,0.353532,0.238978,75.689316,75.500139,0,0,0,0,0,0
83.8,0.382155,0.280964,0.351049,0.236495,75.607349,75.418172,0,0,0,0,0,0
83.9,0.37784,0.276649,0.348424,0.23387,75.434935,75.251459,0,0,0,0,0,0
84,0.374344,0.273153,0.346677,0.232123,75.011207,74.917838,0,0,0,0,0,0
84.1,0.372627,0.271436,0.34801,0.233456,74.838793,74.745373,0,0,0,0,0,0
84.2,0.369802,0.268611,0.347428,0.232874,74.756826,74.745373,0,0,0,0,0,0
84.3,0.366154,0.264963,0.345401,0.230847,74.756826,74.745373,0,0,0,0,0,0
84.4,0.362498,0.261307,0.343198,0.228644,74.584412,74.830119,0,0,0,0,0,0
84.5,0.359148,0.257957,0.340901,0.226347,74.496693,74.830119,0,0,0,0,0,0
84.6,0.355611,0.25442,0.338269,0.223715,74.496693,74.748151,0,0,0,0,0,0
84.7,0.352251,0.25106,0.335695,0.221141,74.242312,74.748151,0,0,0,0,0,0
84.8,0.348166,0.246975,0.332567,0.218013,74.324279,74.575686,0,0,0,0,0,0
84.9,0.34474,0.243549,0.329479,0.214925,74.573288,74.403272,0,0,0,0,0,0
85,0.341576,0.240385,0.326752,0.212198,74.491321,74.315553,0,0,0,0,0,0
85.1,0.338864,0.237673,0.324455,0.209901,74.409354,74.233586,0,0,0,0,0,0
85.2,0.335706,0.234515,0.321849,0.207295,74.23694,74.318332,0,0,0,0,0,0
85.3,0.333088,0.231897,0.319246,0.204692,74.231188,74.318332,0,0,0,0,0,0
85.4,0.330932,0.229741,0.316714,0.20216,74.149221,74.318332,0,0,0,0,0,0
85.5,0.329324,0.228133,0.313904,0.19935,74.067254,74.318332,0,0,0,0,0,0
85.6,0.327599,0.226408,0.31119,0.196636,73.813016,74.233637,0,0,0,0,0,0
85.7,0.327064,0.225873,0.306949,0.192395,73.640746,74.061223,0,0,0,0,0,0
85.8,0.328095,0.226904,0.303513,0.188959,73.468332,73.973504,0,0,0,0,0,0
85.9,0.328273,0.227082,0.300101,0.185547,73.468332,73.801039,0,0,0,0,0,0
86,0.329209,0.228018,0.297048,0.182494,73.084354,73.443896,0,0,0,0,0,0
86.1,0.331703,0.230512,0.295695,0.181141,73.084354,73.340678,0,0,0,0,0,0
86.2,0.334905,0.233714,0.294196,0.179642,73.523464,73.252959,0,0,0,0,0,0
86.3,0.336675,0.235484,0.291549,0.176995,73.250736,73.252959,0,0,0,0,0,0
86.4,0.337564,0.236373,0.288491,0.173937,73.446589,73.252959,0,0,0,0,0,0
86.5,0.337964,0.236773,0.28614,0.171586,73.528556,73.168264,0,0,0,0,0,0
86.6,0.335501,0.23431,0.282629,0.168075,73.528556,73.077818,0,0,0,0,0,0
86.7,0.334164,0.232973,0.278927,0.164373,73.619003,72.911105,0,0,0,0,0,0
86.8,0.333014,0.231823,0.275161,0.160607,73.879136,72.831782,0,0,0,0,0,0
86.9,0.332657,0.231466,0.271548,0.156994,74.133517,72.913749,0,0,0,0,0,0
87,0.331536,0.230345,0.267521,0.152967,74.133517,72.919501,0,0,0,0,0,0
87.1,0.33071,0.229519,0.264071,0.149517,74.478663,73.091915,0,0,0,0,0,0
87.2,0.330204,0.229013,0.260495,0.145941,74.732901,73.176609,0,0,0,0,0,0
87.3,0.332195,0.231004,0.260438,0.145884,74.905314,73.091915,0,0,0,0,0,0
87.4,0.33334,0.232149,0.259821,0.145267,75.077728,73.179634,0,0,0,0,0,0
87.5,0.332889,0.231698,0.256698,0.142144,75.549426,73.536777,0,0,0,0,0,0
87.6,0.332104,0.230913,0.253048,0.138494,75.716139,73.721962,0,0,1,0,0,0
87.7,0.330799,0.229608,0.249042,0.134488,75.443742,73.721962,0,0,0,0,0,0
87.8,0.329412,0.228221,0.245056,0.130502,75.716469,73.727714,0,0,0,0,0,0
87.9,0.328014,0.226823,0.241079,0.126525,75.277359,73.818161,0,0,0,0,0,0
88,0.326354,0.225163,0.237444,0.12289,75.195392,73.902855,0,0,0,0,0,0
88.1,0.32645,0.225259,0.236715,0.122161,75.104946,73.902855,0,0,0,0,0,0
88.2,0.326834,0.225643,0.237221,0.122667,75.025622,73.984823,0,0,0,0,0,0
88.3,0.326212,0.225021,0.23459,0.120036,74.771241,74.146113,0,0,0,0,0,0
88.4,0.325453,0.224262,0.231219,0.116665,74.511108,74.146113,0,0,0,0,0,0
88.5,0.324368,0.223177,0.22735,0.112796,74.593076,74.140361,0,0,0,0,0,0
88.6,0.323495,0.222304,0.223384,0.10883,74.502166,74.058394,0,0,0,0,0,0
88.7,0.322813,0.221622,0.219966,0.105412,74.502166,74.064146,0,0,0,0,0,0
88.8,0.322094,0.220903,0.216816,0.102262,74.414447,74.236559,0,0,0,0,0,0
88.9,0.324232,0.223041,0.217902,0.103348,74.242033,74.14884,0,0,0,0,0,0
89,0.327087,0.225896,0.220931,0.106377,74.242033,74.14884,0,0,0,0,0,0
89.1,0.327446,0.226255,0.219867,0.105313,74.157288,74.14884,0,0,0,0,0,0
89.2,0.326581,0.22539,0.216315,0.101761,74.318443,74.236559,0,0,0,0,0,0
89.3,0.325986,0.224795,0.212606,0.098052,74.403189,74.230807,0,0,0,0,0,0
89.4,0.325244,0.224053,0.208141,0.093587,74.485156,74.230807,0,0,0,0,0,0
89.5,0.324422,0.223231,0.204342,0.089788,74.567124,74.236559,0,0,0,0,0,0
89.6,0.323729,0.222538,0.20084,0.086286,74.739537,74.408973,0,0,0,0,0,0
89.7,0.324859,0.223668,0.20158,0.087026,74.900828,74.408973,0,0,0,0,0,0
89.8,0.327812,0.226621,0.205833,0.091279,74.982795,74.408973,0,0,0,0,0,0
89.9,0.329525,0.228334,0.208205,0.093651,75.15526,74.408973,0,0,0,0,0,0
90,0.329298,0.228107,0.20709,0.092536,75.240006,74.581438,0,0,0,0,0,0
90.1,0.328343,0.227152,0.204301,0.089747,75.324752,74.663406,0,0,0,0,0,0
90.2,0.328158,0.226967,0.20127,0.086716,75.409497,74.745373,0,0,0,0,0,0
90.3,0.326925,0.225734,0.197999,0.083445,75.415249,74.745373,0,0,0,0,0,0
90.4,0.325801,0.22461,0.195375,0.080821,75.587663,74.833092,0,0,0,0,0,0
90.5,0.325238,0.224047,0.194823,0.080269,75.587663,74.924001,0,0,0,0,0,0
90.6,0.327096,0.225905,0.199122,0.084568,75.678572,75.008747,0,0,0,0,0,0
90.7,0.326185,0.224994,0.203151,0.088597,75.432671,75.093493,0,0,0,0,0,0
90.8,0.323336,0.222145,0.202865,0.088311,75.432671,75.265958,0,0,0,0,0,0
90.9,0.32021,0.219019,0.201244,0.08669,75.605084,75.432671,0,0,0,0,0,0
91,0.315949,0.214758,0.19846,0.083906,75.605084,75.514638,0,0,0,0,0,0
91.1,0.309717,0.208526,0.193931,0.079377,75.523117,75.432671,0,0,0,0,0,0
91.2,0.303268,0.202077,0.189711,0.075157,75.44115,75.432671,0,0,0,0,0,0
91.3,0.298202,0.197011,0.186654,0.0721,75.268736,75.432671,0,0,0,0,0,0
91.4,0.2962,0.195009,0.187746,0.073192,75.011577,75.432671,0,0,0,0,0,0
91.5,0.295411,0.19422,0.191032,0.076478,74.839112,75.347925,0,0,0,0,0,0
91.6,0.293491,0.1923,0.190941,0.076387,74.754366,75.347925,0,0,0,0,0,0
91.7,0.291884,0.190693,0.189896,0.075342,74.66962,75.347925,0,0,0,0,0,0
91.8,0.289609,0.188418,0.188163,0.073609,75.084921,75.347925,0,0,0,0,0,0
91.9,0.287395,0.186204,0.186519,0.071965,75.330822,75.347925,0,0,0,0,0,0
92,0.285328,0.184137,0.185379,0.070825,75.576724,75.175049,0,0,0,0,0,0
92.1,0.28313,0.181939,0.183949,0.069395,75.485815,75.008336,0,0,0,0,0,0
92.2,0.282249,0.181058,0.184607,0.070053,75.403848,74.751176,0,0,0,0,0,0
92.3,0.281194,0.180003,0.186208,0.071654,75.237135,74.584463,0,0,0,0,0,0
92.4,0.279798,0.178607,0.18586,0.071306,74.977002,74.41775,0,0,0,0,0,0
92.5,0.278526,0.177335,0.184616,0.070062,74.804588,74.330031,0,0,0,0,0,0
92.6,0.277715,0.176524,0.183492,0.068938,74.798836,74.324279,0,0,0,0,0,0
92.7,0.276658,0.175467,0.181746,0.067192,74.880803,74.242312,0,0,0,0,0,0
92.8,0.275867,0.174676,0.180417,0.065863,75.053217,74.160344,0,0,0,0,0,0
92.9,0.274982,0.173791,0.179073,0.064519,75.143663,74.078377,0,0,0,0,0,0
93,0.275711,0.17452,0.178912,0.064358,75.149415,73.990658,0,0,0,0,0,0
93.1,0.277406,0.176215,0.180489,0.065935,75.067448,73.990658,0,0,0,0,0,0
93.2,0.277697,0.176506,0.180296,0.065742,75.152194,73.990658,0,0,0,0,0,0
93.3,0.278263,0.177072,0.179678,0.065124,74.731141,73.990658,0,0,0,0,0,0
93.4,0.27896,0.177769,0.178638,0.064084,74.39752,73.902939,0,0,0,0,0,0
93.5,0.280104,0.178913,0.177721,0.063167,74.069651,73.902939,0,0,0,0,0,0
93.6,0.280311,0.17912,0.176503,0.061949,74.069651,73.902939,0,0,0,0,0,0
93.7,0.280847,0.179656,0.175586,0.061032,74.151619,74.075352,0,0,0,0,0,0
93.8,0.280976,0.179785,0.174372,0.059818,74.233586,74.0696,0,0,0,0,0,0
93.9,0.280933,0.179742,0.173353,0.058799,74.321305,73.979154,0,0,0,0,0,0
94,0.280204,0.179013,0.172626,0.058072,74.411752,73.984906,0,0,0,0,0,0
94.1,0.279898,0.178707,0.172145,0.057591,74.417504,73.990658,0,0,0,0,0,0
94.2,0.279394,0.178203,0.171618,0.057064,74.24509,74.072625,0,0,0,0,0,0
94.3,0.279025,0.177834,0.171064,0.05651,74.163123,74.154592,0,0,0,0,0,0
94.4,0.278014,0.176823,0.170561,0.056007,74.163123,74.154592,0,0,0,0,0,0
94.5,0.277216,0.176025,0.169842,0.055288,74.072676,74.154592,0,0,0,0,0,0
